"Lounge","Terminal","Airport","card","Image","Credit Card","ID","Created Date","Updated Date","Owner"
"Earth lounge"," International Terminal - International Departures","Cochin International Airport, Kochi","Paytm SBI Visa Credit Card Select","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020288967971916880202889679719AirportImage.webp&w=96&q=75",[],"295c6576-cacb-4840-ae3b-891ca680a93d",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Citibank PremierMiles Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"29c855e7-ab4c-42ca-b0b6-88de213424d5",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," International Terminal - International Departures","Cochin International Airport, Kochi","AU Small Finance Bank LIT Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"29e22dba-1955-4628-9998-e2e438223a77",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - Domestic Departure","Indira Gandhi International Airport , New Delhi ","ICICI Bank Coral Rupay Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"29ea7ea3-5e00-40e4-840b-384a5dd3af0a",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","Axis Bank Magnus Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"2a015c76-e67c-48ff-b4ed-ca80811f4cc0",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","Club Vistara SBI Card PRIME Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"2a151d13-3c46-490b-9d09-d8e012f5f201",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","YES Private Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688127311287618716881273112876187AirportImage.webp&w=96&q=75",[],"2a168fad-57c1-4042-bcbe-b6f48f19bb37",2024-05-31T04:47:05Z,2024-05-31T04:47:05Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","KVB SBI Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"2a96a54a-4086-47df-82a4-2a02aaed5133",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Devi Ahilya Bai Holkar Airport, Indore","YES Private Prime Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"2ab25a19-b6ac-45f7-b7d0-4b263dd7014a",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","American Express Platinum Charge Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"2aea25f5-0631-4a43-ae5d-cd5515a164dd",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Axis Bank Rewards Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"2b27b824-6b84-4e1b-81d1-4b03924aba63",2024-05-30T16:53:38Z,2024-05-30T16:53:38Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - International Departures","Indira Gandhi International Airport , New Delhi ","Standard Chartered Ultimate MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"2b31f1bc-4f4f-4fe2-b736-3307f2527359",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Citi Prestige Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"2b3b017a-5938-49ac-87d6-1c5203314850",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","YES Private Prime Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"2b82a189-e4c3-4cbf-8ae8-b7a6ecde8da0",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," International Terminal - International Departures","Cochin International Airport, Kochi","ICICI Bank Visa Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"2bd8c969-c4cc-403f-a4a5-18e0fac6a322",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 Domestic Lounge"," Terminal 2 - Domestic Terminal","Kempegowda International Airport, Bengaluru","ICICI Bank Coral MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"2c11db89-fdb7-4801-91c4-82fd3bc60cda",2024-05-30T16:53:57Z,2024-05-30T16:53:57Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 2 - Domestic Departure, Terminal 2","Chhatrapati Shivaji International Airport, Mumbai ","HDFC Bank Regalia MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687940499819938816879404998199388AirportImage.webp&w=96&q=75",[],"2c33e7a0-05cb-4eea-a6e0-5cac75d61b1a",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 International Lounge"," Terminal 1 - International Terminal","Kempegowda International Airport, Bengaluru","SBI Aurum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020288967971916880202889679719AirportImage.webp&w=96&q=75",[],"2c96c92a-c0e6-4b94-8467-14d0c97b9e1b",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","Citi Prestige Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"2ce5336d-a991-45ab-919b-31db0a82114e",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","American Express Platinum Charge Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"2ce5b3ae-0b66-4df9-a816-6ac83d66f757",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","Standard Chartered Ultimate Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"2d0790fa-6ef1-48ed-851c-5765e45bd4fb",2024-05-30T16:53:38Z,2024-05-30T16:53:38Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Loyalty Lounge"," Terminal 2 - International Terminal","Chhatrapati Shivaji International Airport, Mumbai ","Kotak Infinite Credit card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"2d125ed7-23cb-4c78-861a-9014a68e66ff",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departures","Shaheed Bhagat Singh International Airport, Chandigarh","ICICI Bank Sapphiro MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"2d5f596e-a0e6-412c-bbf8-34806bc0083c",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","ICICI Bank Coral Rupay Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687940499819938816879404998199388AirportImage.webp&w=96&q=75",[],"2d60a6af-0232-4baa-aa87-c5397c97e1fe",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Lokpriya Gopinath Bordoloi International Airport, Guwahati","Kotak White Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"2d884468-8f2a-4f88-a8b0-c5593624e5a0",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","Citibank PremierMiles Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"2dbd658e-bd6e-4d85-a482-bea368510c70",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","AU Bank Vetta Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"2e078936-36cd-40e0-9e09-05d96efc4a88",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"2e099282-032e-4dce-be9b-e4863ea3b404",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Blackberry restaurants & bar"," Domestic Terminal - Domestic departure","Coimbatore International Airport, Coimbatore","ICICI Bank Emeralde MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"2e41f7cf-df70-418a-9a7a-245d8c5ef53a",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","Myntra Kotak Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"2e64ef2b-4231-4cac-a80a-54b72e701321",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","AU Small Finance Bank LIT Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"2ea5b650-d65a-4c95-bd49-14794e2669f5",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","SpiceJet Axis Bank Voyage Black Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"2f0c6e1d-0bbc-4891-8928-a3221e915718",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"2f1ddb8c-8e58-4cea-a1b4-26b99ba509b8",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The lounge "," Terminal 2 - Domestic Terminal ","Chaudhary Charan Singh International Airport, Lucknow","Citibank PremierMiles Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"2f896610-9774-46bd-8d2e-59e22a96b2de",2024-05-31T04:52:34Z,2024-05-31T04:52:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","Standard Chartered Ultimate MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"2f933611-570e-498c-b3dc-1e059279a5d5",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Domestic Terminal - Domestic Departures","Netaji Subhas Chandra Bose International Airport, Kolkata","YES First Preferred Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"2f947c8c-41a5-4add-b639-247f7762da1c",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Lokpriya Gopinath Bordoloi International Airport, Guwahati","AU Bank Zenith Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688127311287618716881273112876187AirportImage.webp&w=96&q=75",[],"3045e9d6-d0a5-46d6-8346-a0efc19eb7e1",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Adani lounge"," Terminal 2 - Domestic Terminal ","Chhatrapati Shivaji International Airport, Mumbai ","YES Prosperity Edge Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"304d26cd-4523-4b2e-b509-56b847488743",2024-05-30T16:53:42Z,2024-05-30T16:53:42Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 Domestic Lounge"," Terminal 2 - Domestic Terminal","Kempegowda International Airport, Bengaluru","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"30cee878-8a8c-4653-9b03-c27878b9e386",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR international lounge "," Terminal 1 - International Departures","Kempegowda International Airport, Bengaluru","AU Bank Vetta Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687940499819938816879404998199388AirportImage.webp&w=96&q=75",[],"30d25fee-a672-446a-85fd-6d822c5edc28",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - International Departures","Indira Gandhi International Airport , New Delhi ","Paytm SBI Visa Credit Card Select","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"30d2c919-d657-4b4a-a355-c5b3b3da3be7",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Blackberry restaurants & bar"," Domestic Terminal - Domestic departure","Coimbatore International Airport, Coimbatore","YES Premia Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"30d8e0a6-1ef3-4bc6-8c30-062019b8da06",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," International Terminal - International Departures","Cochin International Airport, Kochi","ICICI Bank Coral MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"30f14703-0933-469d-9b74-f46bd35bb157",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Lokpriya Gopinath Bordoloi International Airport, Guwahati","Citibank PremierMiles Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"310493ed-0e31-414c-851f-e06f771da554",2024-05-31T04:52:34Z,2024-05-31T04:52:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 1 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","SpiceJet Axis Bank Voyage Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688021193414629416880211934146294AirportImage.png&w=96&q=75",[],"3119f85b-2c06-4d79-ad01-70789a9b146b",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Good Times Lounge "," Domestic Terminal - Domestic Terminal","Dabolim Airport, Goa ","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"314aa0d2-eade-4e12-bf06-81fec7759d03",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","Axis Bank Magnus Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"314f34e2-d3ae-474f-9d34-56f7007e2f26",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","Kotak Infinite Credit card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"31b9de8d-75a0-44ce-8e4c-3892ea75e8cc",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 1 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","AU Small Finance Bank LIT Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"31cdc8aa-73be-49d6-9b99-c15735ca6dfb",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","YES Prosperity Edge Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"31e68ead-f3da-478d-ae13-35c9316b0b74",2024-05-30T16:53:42Z,2024-05-30T16:53:42Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"The Executive Lounge"," Domestic Terminal - Domestic Departures","Jammu Airport, Jammu ","ICICI Bank Sapphiro MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"3262a29f-6aff-4412-963b-a9782b69ee79",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Blackberry restaurants & bar"," Domestic Terminal - Domestic departure","Coimbatore International Airport, Coimbatore","Club Vistara SBI Card PRIME Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"32908e07-d8cc-44ce-921f-f8864b3d88d3",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","ICICI Bank Diamant Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"3307bfb7-5de0-47f4-a07e-90abbc23e2f6",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Domestic Terminal - Domestic Departures","Netaji Subhas Chandra Bose International Airport, Kolkata","Standard Chartered Ultimate Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688127311287618716881273112876187AirportImage.webp&w=96&q=75",[],"335c169a-af87-4eb8-890e-3d119fe83084",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 2 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","KVB SBI Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"33857020-62ac-4d4c-8ca8-f0b46fb57e05",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","SBI Aurum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020288967971916880202889679719AirportImage.webp&w=96&q=75",[],"338b45a8-d5b8-4195-a6ed-3b3ab3f9d4ed",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge Old Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","Myntra Kotak Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"33944858-31b2-4d61-b613-0d39dba41347",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - International Departures","Indira Gandhi International Airport , New Delhi ","AU Bank Vetta Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"33a9f5f0-50be-49a4-84fc-8f671d985ec1",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," International Terminal - International departures","Netaji Subhas Chandra Bose International Airport, Kolkata","YES First Preferred Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"33b8046e-e0ff-4892-8dc1-dcc2a28cd045",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Adani lounge"," Terminal 2 - Domestic Terminal ","Chhatrapati Shivaji International Airport, Mumbai ","Paytm HDFC Bank Select Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"33b8c716-456d-4532-aedd-4c451a57e6ca",2024-05-30T16:53:44Z,2024-05-30T16:53:44Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","ICICI Bank Coral MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"33f83623-7d94-4c76-9d9f-ba4278bb3dca",2024-05-30T16:53:57Z,2024-05-30T16:53:57Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Lokpriya Gopinath Bordoloi International Airport, Guwahati","HSBC Premier Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687940499819938816879404998199388AirportImage.webp&w=96&q=75",[],"33fbad68-2522-4d84-b50a-ad2e95f4e61f",2024-05-30T16:53:42Z,2024-05-30T16:53:42Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departure ","Maharaja Bir Bikram Airport, Agartala","Myntra Kotak Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"3429cb0c-04be-4a56-ab8f-c90285cb76d4",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR international lounge "," Terminal 1 - International Departures","Kempegowda International Airport, Bengaluru","ICICI Bank Emeralde MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"345f7d11-677c-4a2d-b623-8dfd1f1634b8",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","Citibank PremierMiles Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"34678264-751c-41dd-94d5-09df85dec38a",2024-05-31T04:52:34Z,2024-05-31T04:52:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
