"Lounge","Terminal","Airport","card","Image","Credit Card","ID","Created Date","Updated Date","Owner"
"Earth lounge"," International Terminal - International Departures","Cochin International Airport, Kochi","Myntra Kotak Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"92c3ddb7-f5d6-4b0c-8d6a-d6a88fdae95d",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","Standard Chartered Ultimate MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"92d7c623-c8ad-4aab-854c-cec1e793fbf8",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","YES Premia Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688127311287618716881273112876187AirportImage.webp&w=96&q=75",[],"92f2892b-3083-40a6-bf81-ec98f6563c9a",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - Domestic Departure","Indira Gandhi International Airport , New Delhi ","ICICI Bank Emeralde MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"930d5450-1105-4ea2-9495-3ffe2cdaa242",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","American Express Platinum Charge Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"9310a5a3-50e1-4c15-8276-c54c0ba30fdf",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","Axis Bank Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"9321793d-9e88-43e1-bedb-b014c124967c",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 Domestic Lounge"," Terminal 2 - Domestic Terminal","Kempegowda International Airport, Bengaluru","Axis Bank Magnus Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"932a23ba-342c-44cc-ae28-79ef82ad32a3",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Loyalty Lounge"," Terminal 2 - International Terminal","Chhatrapati Shivaji International Airport, Mumbai ","YES Premia Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"93341d78-79f7-4558-bd4d-19512509b60c",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge Old Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","AU Bank Zenith Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"93504fdf-cc5d-4c31-8856-50f6def1a551",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 1 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","ICICI Bank Coral MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"935d4d04-f0d8-444f-8464-8c7f6cdebc83",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","AU Bank Xcite Ultra Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"9377979d-352f-43ac-9d2b-8393424a8b3f",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 2 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","6E Rewards XL � Indigo Kotak Bank MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"9384d883-bab5-461f-9982-325499e21d13",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","Club Vistara SBI Visa Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020288967971916880202889679719AirportImage.webp&w=96&q=75",[],"938d5f03-2856-4b85-9513-fd79c57d21b4",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","ICICI Bank Diamant Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"93e3547c-081d-4b82-83bf-74dd40a48629",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","Axis Bank Magnus Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"93e874fc-55d5-4823-8e81-9ef255f928a7",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Adani lounge"," Terminal 2 - Domestic Terminal ","Chhatrapati Shivaji International Airport, Mumbai ","AU Small Finance Bank LIT Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"93ef5731-0f66-4b79-bde7-adf36f7c9c4a",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","SBI Aurum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"93efede3-b9ac-45d0-8861-8932d0f23715",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 Domestic Lounge"," Terminal 2 - Domestic Terminal","Kempegowda International Airport, Bengaluru","ICICI Bank Sapphiro MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"9423dd1b-24a3-4c70-bb74-d9819a743f7c",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","ICICI Bank Visa Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"94318614-7793-4a77-9c2c-01254131af04",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR international lounge "," Terminal 1 - International Departures","Kempegowda International Airport, Bengaluru","YES First Preferred Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"9444101c-1c47-48ee-ac26-94be11d68385",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," International Terminal - International departures","Netaji Subhas Chandra Bose International Airport, Kolkata","YES Premia Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688021193414629416880211934146294AirportImage.png&w=96&q=75",[],"9473753f-2169-48f2-a875-9a1358c8546d",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","YES Private Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687940499819938816879404998199388AirportImage.webp&w=96&q=75",[],"94b711e6-e193-44bc-857a-6b4a4d6cef90",2024-05-31T04:47:05Z,2024-05-31T04:47:05Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","HDFC Bank Regalia MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"94b87cd5-47ce-4d00-9c61-b9ca338e6ad3",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 2 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","BPCL SBI Card Octane","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"94c0dc9c-ccd1-4980-9fec-ff262c09485e",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","Club Vistara SBI Visa Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"94ce452d-d92b-4a34-b151-7a9911d6a539",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","BPCL SBI Card Octane","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"950111e6-020c-4bcf-ab11-6ba0559ff1ec",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," International Terminal - International departures","Netaji Subhas Chandra Bose International Airport, Kolkata","SBI Aurum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"9542a925-071f-417c-b1d5-62c7f897d783",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge Old Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","ICICI Bank Expressions Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"955a9727-c6a6-4b1e-9811-846644e15d03",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - Domestic Departure","Indira Gandhi International Airport , New Delhi ","Standard Chartered Emirates World MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"955ddeea-254b-42c4-8c5e-1aa4bf27f483",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","HDFC Bank Millennia MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"958e3b9b-6b75-45dd-9697-020592ea3835",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Good Times Lounge "," Domestic Terminal - Domestic Terminal","Dabolim Airport, Goa ","Paytm SBI Visa Credit Card Select","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"959d3b46-2f91-4e2b-a3b7-854070ba515f",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","SBI ELITE Visa Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020454391397016880204543913970AirportImage.webp&w=96&q=75",[],"95c8aeac-d76f-48b2-afe1-df1f68044cd6",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departures","Shaheed Bhagat Singh International Airport, Chandigarh","Paytm SBI Visa Credit Card Select","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"95d0e3b2-2b9a-49ab-9d39-deb3878bf022",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Adani lounge"," Terminal 2 - Domestic Terminal ","Chhatrapati Shivaji International Airport, Mumbai ","Kotak Mojo Platinum RuPay Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"95ec86f2-ea57-4775-9477-8dc287267329",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","HSBC Visa Platinum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"96328c37-4342-4b9a-a3dc-0c4de75eb35b",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 1 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","Kotak Infinite Credit card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"964e34de-6716-486a-9ad4-7411b1c93235",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Aviserv lounge "," Terminal 2 - Terminal 2, Arrival Lounge","Chhatrapati Shivaji International Airport, Mumbai ","YES Private Prime Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"969445ff-d361-4c74-8588-2c3a52da209a",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 Domestic Lounge"," Terminal 2 - Domestic Terminal","Kempegowda International Airport, Bengaluru","Etihad Guest SBI Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"96ae62be-df58-4a8c-968d-35aff890fe28",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR international lounge "," Terminal 1 - International Departures","Kempegowda International Airport, Bengaluru","KVB SBI Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"96b5cdf7-8136-4c41-844d-28500f25c2a3",2024-05-30T16:53:56Z,2024-05-30T16:53:56Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","YES Premia Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"96ba3a1d-8783-49cc-9b2b-feaf40ff8115",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Devi Ahilya Bai Holkar Airport, Indore","ICICI Bank Diamant Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"96e3a884-6f53-4041-bf50-33a12f040bb6",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Aviserv lounge "," Terminal 2 - Terminal 2, Arrival Lounge","Chhatrapati Shivaji International Airport, Mumbai ","Kotak White Reserve Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"97048367-7c3b-48c7-95cf-5171c4dcde1f",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","ICICI Bank Diamant Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"9718886d-eef8-471d-a898-8de50bf141c9",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," Domestic Terminal - Domestic Departures","Shaheed Bhagat Singh International Airport, Chandigarh","Kotak Infinite Credit card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"971cd0b8-fa19-48f5-abfc-228e2bb36f5c",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"9750fb5b-d76c-456c-ba8d-ed6e1d2a442e",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","Paytm SBI Visa Credit Card Select","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"97957057-61d0-47fa-bc33-634cc6335386",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","HDFC Bank Millennia MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"97b2b698-56b8-4ade-9f70-c8526a602c43",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"97c0b175-407e-4377-80ea-272fb0bc83ea",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Domestic Terminal - Domestic Departures","Netaji Subhas Chandra Bose International Airport, Kolkata","Etihad Guest SBI Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"97c6a928-6c08-45e5-95d9-23e9c3759909",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 Domestic Lounge"," Terminal 1 - Domestic Terminal","Kempegowda International Airport, Bengaluru","American Express Platinum Travel Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"97cd0f27-d7f3-4095-b6e0-b042ef7c63ad",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","Club Vistara SBI Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"97f2849c-fe31-43cc-a4f1-bd9950a390bc",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","AU Bank Xcite Ace Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"981fa8f6-1cf4-452a-a4d5-c53262f51557",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
